id,value,category
1229,value_1229,cat_9
1230,value_1230,cat_0
1231,value_1231,cat_1
1232,value_1232,cat_2
1233,value_1233,cat_3
1234,value_1234,cat_4
1235,value_1235,cat_5
1236,value_1236,cat_6
1237,value_1237,cat_7
1238,value_1238,cat_8
1239,value_1239,cat_9
1240,value_1240,cat_0
1241,value_1241,cat_1
1242,value_1242,cat_2
1243,value_1243,cat_3
1244,value_1244,cat_4
1245,value_1245,cat_5
1246,value_1246,cat_6
1247,value_1247,cat_7
1248,value_1248,cat_8
1249,value_1249,cat_9
1250,value_1250,cat_0
1251,value_1251,cat_1
1252,value_1252,cat_2
1253,value_1253,cat_3
1254,value_1254,cat_4
1255,value_1255,cat_5
1256,value_1256,cat_6
1257,value_1257,cat_7
1258,value_1258,cat_8
1259,value_1259,cat_9
1260,value_1260,cat_0
1261,value_1261,cat_1
1262,value_1262,cat_2
1263,value_1263,cat_3
1264,value_1264,cat_4
1265,value_1265,cat_5
1266,value_1266,cat_6
1267,value_1267,cat_7
1268,value_1268,cat_8
1269,value_1269,cat_9
1270,value_1270,cat_0
1271,value_1271,cat_1
1272,value_1272,cat_2
1273,value_1273,cat_3
1274,value_1274,cat_4
1275,value_1275,cat_5
1276,value_1276,cat_6
1277,value_1277,cat_7
1278,value_1278,cat_8
1279,value_1279,cat_9
1280,value_1280,cat_0
1281,value_1281,cat_1
1282,value_1282,cat_2
1283,value_1283,cat_3
1284,value_1284,cat_4
1285,value_1285,cat_5
1286,value_1286,cat_6
1287,value_1287,cat_7
1288,value_1288,cat_8
1289,value_1289,cat_9
1290,value_1290,cat_0
1291,value_1291,cat_1
1292,value_1292,cat_2
1293,value_1293,cat_3
1294,value_1294,cat_4
1295,value_1295,cat_5
1296,value_1296,cat_6
1297,value_1297,cat_7
1298,value_1298,cat_8
1299,value_1299,cat_9
1300,value_1300,cat_0
1301,value_1301,cat_1
1302,value_1302,cat_2
1303,value_1303,cat_3
1304,value_1304,cat_4
1305,value_1305,cat_5
1306,value_1306,cat_6
1307,value_1307,cat_7
1308,value_1308,cat_8
1309,value_1309,cat_9
1310,value_1310,cat_0
1311,value_1311,cat_1
1312,value_1312,cat_2
1313,value_1313,cat_3
1314,value_1314,cat_4
1315,value_1315,cat_5
1316,value_1316,cat_6
1317,value_1317,cat_7
1318,value_1318,cat_8
1319,value_1319,cat_9
1320,value_1320,cat_0
1321,value_1321,cat_1
1322,value_1322,cat_2
1323,value_1323,cat_3
1324,value_1324,cat_4
1325,value_1325,cat_5
1326,value_1326,cat_6
1327,value_1327,cat_7
1328,value_1328,cat_8
1329,value_1329,cat_9
1330,value_1330,cat_0
1331,value_1331,cat_1
1332,value_1332,cat_2
1333,value_1333,cat_3
1334,value_1334,cat_4
1335,value_1335,cat_5
1336,value_1336,cat_6
1337,value_1337,cat_7
1338,value_1338,cat_8
1339,value_1339,cat_9
1340,value_1340,cat_0
1341,value_1341,cat_1
1342,value_1342,cat_2
1343,value_1343,cat_3
1344,value_1344,cat_4
1345,value_1345,cat_5
1346,value_1346,cat_6
1347,value_1347,cat_7
1348,value_1348,cat_8
1349,value_1349,cat_9
1350,value_1350,cat_0
1351,value_1351,cat_1
1352,value_1352,cat_2
1353,value_1353,cat_3
1354,value_1354,cat_4
1355,value_1355,cat_5
1356,value_1356,cat_6
1357,value_1357,cat_7
1358,value_1358,cat_8
1359,value_1359,cat_9
1360,value_1360,cat_0
1361,value_1361,cat_1
1362,value_1362,cat_2
1363,value_1363,cat_3
1364,value_1364,cat_4
1365,value_1365,cat_5
1366,value_1366,cat_6
1367,value_1367,cat_7
1368,value_1368,cat_8
1369,value_1369,cat_9
1370,value_1370,cat_0
1371,value_1371,cat_1
1372,value_1372,cat_2
1373,value_1373,cat_3
1374,value_1374,cat_4
1375,value_1375,cat_5
1376,value_1376,cat_6
1377,value_1377,cat_7
1378,value_1378,cat_8
1379,value_1379,cat_9
1380,value_1380,cat_0
1381,value_1381,cat_1
1382,value_1382,cat_2
1383,value_1383,cat_3
1384,value_1384,cat_4
1385,value_1385,cat_5
1386,value_1386,cat_6
1387,value_1387,cat_7
1388,value_1388,cat_8
1389,value_1389,cat_9
1390,value_1390,cat_0
1391,value_1391,cat_1
1392,value_1392,cat_2
1393,value_1393,cat_3
1394,value_1394,cat_4
1395,value_1395,cat_5
1396,value_1396,cat_6
1397,value_1397,cat_7
1398,value_1398,cat_8
1399,value_1399,cat_9
1400,value_1400,cat_0
1401,value_1401,cat_1
1402,value_1402,cat_2
1403,value_1403,cat_3
1404,value_1404,cat_4
1405,value_1405,cat_5
1406,value_1406,cat_6
1407,value_1407,cat_7
1408,value_1408,cat_8
1409,value_1409,cat_9
1410,value_1410,cat_0
1411,value_1411,cat_1
1412,value_1412,cat_2
1413,value_1413,cat_3
1414,value_1414,cat_4
1415,value_1415,cat_5
1416,value_1416,cat_6
1417,value_1417,cat_7
1418,value_1418,cat_8
1419,value_1419,cat_9
1420,value_1420,cat_0
1421,value_1421,cat_1
1422,value_1422,cat_2
1423,value_1423,cat_3
1424,value_1424,cat_4
1425,value_1425,cat_5
1426,value_1426,cat_6
1427,value_1427,cat_7
1428,value_1428,cat_8
1429,value_1429,cat_9
1430,value_1430,cat_0
1431,value_1431,cat_1
1432,value_1432,cat_2
1433,value_1433,cat_3
1434,value_1434,cat_4
1435,value_1435,cat_5
1436,value_1436,cat_6
1437,value_1437,cat_7
1438,value_1438,cat_8
1439,value_1439,cat_9
1440,value_1440,cat_0
1441,value_1441,cat_1
1442,value_1442,cat_2
1443,value_1443,cat_3
1444,value_1444,cat_4
1445,value_1445,cat_5
1446,value_1446,cat_6
1447,value_1447,cat_7
1448,value_1448,cat_8
1449,value_1449,cat_9
1450,value_1450,cat_0
1451,value_1451,cat_1
1452,value_1452,cat_2
1453,value_1453,cat_3
1454,value_1454,cat_4
1455,value_1455,cat_5
1456,value_1456,cat_6
1457,value_1457,cat_7
1458,value_1458,cat_8
1459,value_1459,cat_9
1460,value_1460,cat_0
1461,value_1461,cat_1
1462,value_1462,cat_2
1463,value_1463,cat_3
1464,value_1464,cat_4
1465,value_1465,cat_5
1466,value_1466,cat_6
1467,value_1467,cat_7
1468,value_1468,cat_8
1469,value_1469,cat_9
1470,value_1470,cat_0
1471,value_1471,cat_1
1472,value_1472,cat_2
1473,value_1473,cat_3
1474,value_1474,cat_4
1475,value_1475,cat_5
1476,value_1476,cat_6
1477,value_1477,cat_7
1478,value_1478,cat_8
1479,value_1479,cat_9
1480,value_1480,cat_0
1481,value_1481,cat_1
1482,value_1482,cat_2
1483,value_1483,cat_3
1484,value_1484,cat_4
1485,value_1485,cat_5
1486,value_1486,cat_6
1487,value_1487,cat_7
1488,value_1488,cat_8
1489,value_1489,cat_9
1490,value_1490,cat_0
1491,value_1491,cat_1
1492,value_1492,cat_2
1493,value_1493,cat_3
1494,value_1494,cat_4
1495,value_1495,cat_5
1496,value_1496,cat_6
1497,value_1497,cat_7
1498,value_1498,cat_8
1499,value_1499,cat_9
1500,value_1500,cat_0
1501,value_1501,cat_1
1502,value_1502,cat_2
1503,value_1503,cat_3
1504,value_1504,cat_4
1505,value_1505,cat_5
1506,value_1506,cat_6
1507,value_1507,cat_7
1508,value_1508,cat_8
1509,value_1509,cat_9
1510,value_1510,cat_0
1511,value_1511,cat_1
1512,value_1512,cat_2
1513,value_1513,cat_3
1514,value_1514,cat_4
1515,value_1515,cat_5
1516,value_1516,cat_6
1517,value_1517,cat_7
1518,value_1518,cat_8
1519,value_1519,cat_9
1520,value_1520,cat_0
1521,value_1521,cat_1
1522,value_1522,cat_2
1523,value_1523,cat_3
1524,value_1524,cat_4
1525,value_1525,cat_5
1526,value_1526,cat_6
1527,value_1527,cat_7
1528,value_1528,cat_8
1529,value_1529,cat_9
1530,value_1530,cat_0
1531,value_1531,cat_1
1532,value_1532,cat_2
1533,value_1533,cat_3
1534,value_1534,cat_4
1535,value_1535,cat_5
1536,value_1536,cat_6
1537,value_1537,cat_7
1538,value_1538,cat_8
1539,value_1539,cat_9
1540,value_1540,cat_0
1541,value_1541,cat_1
1542,value_1542,cat_2
1543,value_1543,cat_3
1544,value_1544,cat_4
1545,value_1545,cat_5
1546,value_1546,cat_6
1547,value_1547,cat_7
1548,value_1548,cat_8
1549,value_1549,cat_9
1550,value_1550,cat_0
1551,value_1551,cat_1
1552,value_1552,cat_2
1553,value_1553,cat_3
1554,value_1554,cat_4
1555,value_1555,cat_5
1556,value_1556,cat_6
1557,value_1557,cat_7
1558,value_1558,cat_8
1559,value_1559,cat_9
1560,value_1560,cat_0
1561,value_1561,cat_1
1562,value_1562,cat_2
1563,value_1563,cat_3
1564,value_1564,cat_4
1565,value_1565,cat_5
1566,value_1566,cat_6
1567,value_1567,cat_7
1568,value_1568,cat_8
1569,value_1569,cat_9
1570,value_1570,cat_0
1571,value_1571,cat_1
1572,value_1572,cat_2
1573,value_1573,cat_3
1574,value_1574,cat_4
1575,value_1575,cat_5
1576,value_1576,cat_6
1577,value_1577,cat_7
1578,value_1578,cat_8
1579,value_1579,cat_9
1580,value_1580,cat_0
1581,value_1581,cat_1
1582,value_1582,cat_2
1583,value_1583,cat_3
1584,value_1584,cat_4
1585,value_1585,cat_5
1586,value_1586,cat_6
1587,value_1587,cat_7
1588,value_1588,cat_8
1589,value_1589,cat_9
1590,value_1590,cat_0
1591,value_1591,cat_1
1592,value_1592,cat_2
1593,value_1593,cat_3
1594,value_1594,cat_4
1595,value_1595,cat_5
1596,value_1596,cat_6
1597,value_1597,cat_7
1598,value_1598,cat_8
1599,value_1599,cat_9
1600,value_1600,cat_0
1601,value_1601,cat_1
1602,value_1602,cat_2
1603,value_1603,cat_3
1604,value_1604,cat_4
1605,value_1605,cat_5
1606,value_1606,cat_6
1607,value_1607,cat_7
1608,value_1608,cat_8
1609,value_1609,cat_9
1610,value_1610,cat_0
1611,value_1611,cat_1
1612,value_1612,cat_2
1613,value_1613,cat_3
1614,value_1614,cat_4
1615,value_1615,cat_5
1616,value_1616,cat_6
1617,value_1617,cat_7
1618,value_1618,cat_8
1619,value_1619,cat_9
1620,value_1620,cat_0
1621,value_1621,cat_1
1622,value_1622,cat_2
1623,value_1623,cat_3
1624,value_1624,cat_4
1625,value_1625,cat_5
1626,value_1626,cat_6
1627,value_1627,cat_7
1628,value_1628,cat_8
1629,value_1629,cat_9
1630,value_1630,cat_0
1631,value_1631,cat_1
1632,value_1632,cat_2
1633,value_1633,cat_3
1634,value_1634,cat_4
1635,value_1635,cat_5
1636,value_1636,cat_6
1637,value_1637,cat_7
1638,value_1638,cat_8
1639,value_1639,cat_9
1640,value_1640,cat_0
1641,value_1641,cat_1
1642,value_1642,cat_2
1643,value_1643,cat_3
1644,value_1644,cat_4
1645,value_1645,cat_5
1646,value_1646,cat_6
1647,value_1647,cat_7
1648,value_1648,cat_8
1649,value_1649,cat_9
1650,value_1650,cat_0
1651,value_1651,cat_1
1652,value_1652,cat_2
1653,value_1653,cat_3
1654,value_1654,cat_4
1655,value_1655,cat_5
1656,value_1656,cat_6
1657,value_1657,cat_7
1658,value_1658,cat_8
1659,value_1659,cat_9
1660,value_1660,cat_0
1661,value_1661,cat_1
1662,value_1662,cat_2
1663,value_1663,cat_3
1664,value_1664,cat_4
1665,value_1665,cat_5
1666,value_1666,cat_6
1667,value_1667,cat_7
1668,value_1668,cat_8
1669,value_1669,cat_9
1670,value_1670,cat_0
1671,value_1671,cat_1
1672,value_1672,cat_2
1673,value_1673,cat_3
1674,value_1674,cat_4
1675,value_1675,cat_5
1676,value_1676,cat_6
1677,value_1677,cat_7
1678,value_1678,cat_8
1679,value_1679,cat_9
1680,value_1680,cat_0
1681,value_1681,cat_1
1682,value_1682,cat_2
1683,value_1683,cat_3
1684,value_1684,cat_4
1685,value_1685,cat_5
1686,value_1686,cat_6
1687,value_1687,cat_7
1688,value_1688,cat_8
1689,value_1689,cat_9
1690,value_1690,cat_0
1691,value_1691,cat_1
1692,value_1692,cat_2
1693,value_1693,cat_3
1694,value_1694,cat_4
1695,value_1695,cat_5
1696,value_1696,cat_6
1697,value_1697,cat_7
1698,value_1698,cat_8
1699,value_1699,cat_9
1700,value_1700,cat_0
1701,value_1701,cat_1
1702,value_1702,cat_2
1703,value_1703,cat_3
1704,value_1704,cat_4
1705,value_1705,cat_5
1706,value_1706,cat_6
1707,value_1707,cat_7
1708,value_1708,cat_8
1709,value_1709,cat_9
1710,value_1710,cat_0
1711,value_1711,cat_1
1712,value_1712,cat_2
1713,value_1713,cat_3
1714,value_1714,cat_4
1715,value_1715,cat_5
1716,value_1716,cat_6
1717,value_1717,cat_7
1718,value_1718,cat_8
1719,value_1719,cat_9
1720,value_1720,cat_0
1721,value_1721,cat_1
1722,value_1722,cat_2
1723,value_1723,cat_3
1724,value_1724,cat_4
1725,value_1725,cat_5
1726,value_1726,cat_6
1727,value_1727,cat_7
1728,value_1728,cat_8
1729,value_1729,cat_9
1730,value_1730,cat_0
1731,value_1731,cat_1
1732,value_1732,cat_2
1733,value_1733,cat_3
1734,value_1734,cat_4
1735,value_1735,cat_5
1736,value_1736,cat_6
1737,value_1737,cat_7
1738,value_1738,cat_8
1739,value_1739,cat_9
1740,value_1740,cat_0
1741,value_1741,cat_1
1742,value_1742,cat_2
1743,value_1743,cat_3
1744,value_1744,cat_4
1745,value_1745,cat_5
1746,value_1746,cat_6
1747,value_1747,cat_7
1748,value_1748,cat_8
1749,value_1749,cat_9
1750,value_1750,cat_0
1751,value_1751,cat_1
1752,value_1752,cat_2
1753,value_1753,cat_3
1754,value_1754,cat_4
1755,value_1755,cat_5
1756,value_1756,cat_6
1757,value_1757,cat_7
1758,value_1758,cat_8
1759,value_1759,cat_9
1760,value_1760,cat_0
1761,value_1761,cat_1
1762,value_1762,cat_2
1763,value_1763,cat_3
1764,value_1764,cat_4
1765,value_1765,cat_5
1766,value_1766,cat_6
1767,value_1767,cat_7
1768,value_1768,cat_8
1769,value_1769,cat_9
1770,value_1770,cat_0
1771,value_1771,cat_1
1772,value_1772,cat_2
1773,value_1773,cat_3
1774,value_1774,cat_4
1775,value_1775,cat_5
1776,value_1776,cat_6
1777,value_1777,cat_7
1778,value_1778,cat_8
1779,value_1779,cat_9
1780,value_1780,cat_0
1781,value_1781,cat_1
1782,value_1782,cat_2
1783,value_1783,cat_3
1784,value_1784,cat_4
1785,value_1785,cat_5
1786,value_1786,cat_6
1787,value_1787,cat_7
1788,value_1788,cat_8
1789,value_1789,cat_9
1790,value_1790,cat_0
1791,value_1791,cat_1
1792,value_1792,cat_2
1793,value_1793,cat_3
1794,value_1794,cat_4
1795,value_1795,cat_5
1796,value_1796,cat_6
1797,value_1797,cat_7
1798,value_1798,cat_8
1799,value_1799,cat_9
1800,value_1800,cat_0
1801,value_1801,cat_1
1802,value_1802,cat_2
1803,value_1803,cat_3
1804,value_1804,cat_4
1805,value_1805,cat_5
1806,value_1806,cat_6
1807,value_1807,cat_7
1808,value_1808,cat_8
1809,value_1809,cat_9
1810,value_1810,cat_0
1811,value_1811,cat_1
1812,value_1812,cat_2
1813,value_1813,cat_3
1814,value_1814,cat_4
1815,value_1815,cat_5
1816,value_1816,cat_6
1817,value_1817,cat_7
1818,value_1818,cat_8
1819,value_1819,cat_9
1820,value_1820,cat_0
1821,value_1821,cat_1
1822,value_1822,cat_2
1823,value_1823,cat_3
1824,value_1824,cat_4
1825,value_1825,cat_5
1826,value_1826,cat_6
1827,value_1827,cat_7
1828,value_1828,cat_8
1829,value_1829,cat_9
1830,value_1830,cat_0
1831,value_1831,cat_1
1832,value_1832,cat_2
1833,value_1833,cat_3
1834,value_1834,cat_4
1835,value_1835,cat_5
1836,value_1836,cat_6
1837,value_1837,cat_7
1838,value_1838,cat_8
1839,value_1839,cat_9
1840,value_1840,cat_0
1841,value_1841,cat_1
1842,value_1842,cat_2
1843,value_1843,cat_3
1844,value_1844,cat_4
1845,value_1845,cat_5
1846,value_1846,cat_6
1847,value_1847,cat_7
1848,value_1848,cat_8
1849,value_1849,cat_9
1850,value_1850,cat_0
1851,value_1851,cat_1
1852,value_1852,cat_2
1853,value_1853,cat_3
1854,value_1854,cat_4
1855,value_1855,cat_5
1856,value_1856,cat_6
1857,value_1857,cat_7
1858,value_1858,cat_8
1859,value_1859,cat_9
1860,value_1860,cat_0
1861,value_1861,cat_1
1862,value_1862,cat_2
1863,value_1863,cat_3
1864,value_1864,cat_4
1865,value_1865,cat_5
1866,value_1866,cat_6
1867,value_1867,cat_7
1868,value_1868,cat_8
1869,value_1869,cat_9
1870,value_1870,cat_0
1871,value_1871,cat_1
1872,value_1872,cat_2
1873,value_1873,cat_3
1874,value_1874,cat_4
1875,value_1875,cat_5
1876,value_1876,cat_6
1877,value_1877,cat_7
1878,value_1878,cat_8
1879,value_1879,cat_9
1880,value_1880,cat_0
1881,value_1881,cat_1
1882,value_1882,cat_2
1883,value_1883,cat_3
1884,value_1884,cat_4
1885,value_1885,cat_5
1886,value_1886,cat_6
1887,value_1887,cat_7
1888,value_1888,cat_8
1889,value_1889,cat_9
1890,value_1890,cat_0
1891,value_1891,cat_1
1892,value_1892,cat_2
1893,value_1893,cat_3
1894,value_1894,cat_4
1895,value_1895,cat_5
1896,value_1896,cat_6
1897,value_1897,cat_7
1898,value_1898,cat_8
1899,value_1899,cat_9
1900,value_1900,cat_0
1901,value_1901,cat_1
1902,value_1902,cat_2
1903,value_1903,cat_3
1904,value_1904,cat_4
1905,value_1905,cat_5
1906,value_1906,cat_6
1907,value_1907,cat_7
1908,value_1908,cat_8
1909,value_1909,cat_9
1910,value_1910,cat_0
1911,value_1911,cat_1
1912,value_1912,cat_2
1913,value_1913,cat_3
1914,value_1914,cat_4
1915,value_1915,cat_5
1916,value_1916,cat_6
1917,value_1917,cat_7
1918,value_1918,cat_8
1919,value_1919,cat_9
1920,value_1920,cat_0
1921,value_1921,cat_1
1922,value_1922,cat_2
1923,value_1923,cat_3
1924,value_1924,cat_4
1925,value_1925,cat_5
1926,value_1926,cat_6
1927,value_1927,cat_7
1928,value_1928,cat_8
1929,value_1929,cat_9
1930,value_1930,cat_0
1931,value_1931,cat_1
1932,value_1932,cat_2
1933,value_1933,cat_3
1934,value_1934,cat_4
1935,value_1935,cat_5
1936,value_1936,cat_6
1937,value_1937,cat_7
1938,value_1938,cat_8
1939,value_1939,cat_9
1940,value_1940,cat_0
1941,value_1941,cat_1
1942,value_1942,cat_2
1943,value_1943,cat_3
1944,value_1944,cat_4
1945,value_1945,cat_5
1946,value_1946,cat_6
1947,value_1947,cat_7
1948,value_1948,cat_8
1949,value_1949,cat_9
1950,value_1950,cat_0
1951,value_1951,cat_1
1952,value_1952,cat_2
1953,value_1953,cat_3
1954,value_1954,cat_4
1955,value_1955,cat_5
1956,value_1956,cat_6
1957,value_1957,cat_7
1958,value_1958,cat_8
1959,value_1959,cat_9
1960,value_1960,cat_0
1961,value_1961,cat_1
1962,value_1962,cat_2
1963,value_1963,cat_3
1964,value_1964,cat_4
1965,value_1965,cat_5
1966,value_1966,cat_6
1967,value_1967,cat_7
1968,value_1968,cat_8
1969,value_1969,cat_9
1970,value_1970,cat_0
1971,value_1971,cat_1
1972,value_1972,cat_2
1973,value_1973,cat_3
1974,value_1974,cat_4
1975,value_1975,cat_5
1976,value_1976,cat_6
1977,value_1977,cat_7
1978,value_1978,cat_8
1979,value_1979,cat_9
1980,value_1980,cat_0
1981,value_1981,cat_1
1982,value_1982,cat_2
1983,value_1983,cat_3
1984,value_1984,cat_4
1985,value_1985,cat_5
1986,value_1986,cat_6
1987,value_1987,cat_7
1988,value_1988,cat_8
1989,value_1989,cat_9
1990,value_1990,cat_0
1991,value_1991,cat_1
1992,value_1992,cat_2
1993,value_1993,cat_3
1994,value_1994,cat_4
1995,value_1995,cat_5
1996,value_1996,cat_6
1997,value_1997,cat_7
1998,value_1998,cat_8
1999,value_1999,cat_9
2000,value_2000,cat_0
2001,value_2001,cat_1
2002,value_2002,cat_2
2003,value_2003,cat_3
2004,value_2004,cat_4
2005,value_2005,cat_5
2006,value_2006,cat_6
2007,value_2007,cat_7
2008,value_2008,cat_8
2009,value_2009,cat_9
2010,value_2010,cat_0
2011,value_2011,cat_1
2012,value_2012,cat_2
2013,value_2013,cat_3
2014,value_2014,cat_4
2015,value_2015,cat_5
2016,value_2016,cat_6
2017,value_2017,cat_7
2018,value_2018,cat_8
2019,value_2019,cat_9
2020,value_2020,cat_0
2021,value_2021,cat_1
2022,value_2022,cat_2
2023,value_2023,cat_3
2024,value_2024,cat_4
2025,value_2025,cat_5
2026,value_2026,cat_6
2027,value_2027,cat_7
2028,value_2028,cat_8
2029,value_2029,cat_9
2030,value_2030,cat_0
2031,value_2031,cat_1
2032,value_2032,cat_2
2033,value_2033,cat_3
2034,value_2034,cat_4
2035,value_2035,cat_5
2036,value_2036,cat_6
2037,value_2037,cat_7
2038,value_2038,cat_8
2039,value_2039,cat_9
2040,value_2040,cat_0
2041,value_2041,cat_1
2042,value_2042,cat_2
2043,value_2043,cat_3
2044,value_2044,cat_4
2045,value_2045,cat_5
2046,value_2046,cat_6
2047,value_2047,cat_7
2048,value_2048,cat_8
2049,value_2049,cat_9
2050,value_2050,cat_0
2051,value_2051,cat_1
2052,value_2052,cat_2
2053,value_2053,cat_3
2054,value_2054,cat_4
2055,value_2055,cat_5
2056,value_2056,cat_6
2057,value_2057,cat_7
2058,value_2058,cat_8
2059,value_2059,cat_9
2060,value_2060,cat_0
2061,value_2061,cat_1
2062,value_2062,cat_2
2063,value_2063,cat_3
2064,value_2064,cat_4
2065,value_2065,cat_5
2066,value_2066,cat_6
2067,value_2067,cat_7
2068,value_2068,cat_8
2069,value_2069,cat_9
2070,value_2070,cat_0
2071,value_2071,cat_1
2072,value_2072,cat_2
2073,value_2073,cat_3
2074,value_2074,cat_4
2075,value_2075,cat_5
2076,value_2076,cat_6
2077,value_2077,cat_7
2078,value_2078,cat_8
2079,value_2079,cat_9
2080,value_2080,cat_0
2081,value_2081,cat_1
2082,value_2082,cat_2
2083,value_2083,cat_3
2084,value_2084,cat_4
2085,value_2085,cat_5
2086,value_2086,cat_6
2087,value_2087,cat_7
2088,value_2088,cat_8
2089,value_2089,cat_9
2090,value_2090,cat_0
2091,value_2091,cat_1
2092,value_2092,cat_2
2093,value_2093,cat_3
2094,value_2094,cat_4
2095,value_2095,cat_5
2096,value_2096,cat_6
2097,value_2097,cat_7
2098,value_2098,cat_8
2099,value_2099,cat_9
2100,value_2100,cat_0
2101,value_2101,cat_1
2102,value_2102,cat_2
2103,value_2103,cat_3
2104,value_2104,cat_4
2105,value_2105,cat_5
2106,value_2106,cat_6
2107,value_2107,cat_7
2108,value_2108,cat_8
2109,value_2109,cat_9
2110,value_2110,cat_0
2111,value_2111,cat_1
2112,value_2112,cat_2
2113,value_2113,cat_3
2114,value_2114,cat_4
2115,value_2115,cat_5
2116,value_2116,cat_6
2117,value_2117,cat_7
2118,value_2118,cat_8
2119,value_2119,cat_9
2120,value_2120,cat_0
2121,value_2121,cat_1
2122,value_2122,cat_2
2123,value_2123,cat_3
2124,value_2124,cat_4
2125,value_2125,cat_5
2126,value_2126,cat_6
2127,value_2127,cat_7
2128,value_2128,cat_8
2129,value_2129,cat_9
2130,value_2130,cat_0
2131,value_2131,cat_1
2132,value_2132,cat_2
2133,value_2133,cat_3
2134,value_2134,cat_4
2135,value_2135,cat_5
2136,value_2136,cat_6
2137,value_2137,cat_7
2138,value_2138,cat_8
2139,value_2139,cat_9
2140,value_2140,cat_0
2141,value_2141,cat_1
2142,value_2142,cat_2
2143,value_2143,cat_3
2144,value_2144,cat_4
2145,value_2145,cat_5
